"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"KAR","KAROON ENERGY LTD","2004-06-08","Energy",1305425386
"KAT","KATANA CAPITAL LIMITED","2005-12-23","Not Applic",37904620
"KAU","KAISER REEF LIMITED","2020-02-28","Materials",26922560
"KBC","KEYBRIDGE CAPITAL LIMITED","1999-12-23","Diversified Financials",11706081
"KCC","KINCORA COPPER LIMITED","2021-03-30","Materials",13620217
"KCN","KINGSGATE CONSOLIDATED LIMITED.","1988-04-21","Materials",408336236
"KDY","KADDY LIMITED","2001-04-04","Retailing",5681055
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","2021-06-02","Consumer Services",128147947
"KEY","KEY PETROLEUM LIMITED","2007-04-26","Energy",3935856
"KFM","KINGFISHER MINING LTD","2020-12-11","Materials",32116501
"KGD","KULA GOLD LIMITED","2010-11-16","Materials",10113934
"KGL","KGL RESOURCES LIMITED","2005-03-17","Materials",97736629
"KGN","KOGAN.COM LTD","2016-07-07","Retailing",478487118
"KIL","KILAND LTD","2002-07-08","Materials",114342240
"KIN","KIN MINING NL","2013-10-02","Materials",55571640
"KKC","KKR CREDIT INCOME FUND","2019-11-21","Not Applic",609391153
"KKO","KINETIKO ENERGY LTD","2011-07-21","Energy",69945657
"KLI","KILLI RESOURCES LIMITED","2022-02-10","Class Pend",6240000
"KLL","KALIUM LAKES LIMITED","2016-12-22","Materials",81268489
"KLO","KINGSLAND GLOBAL LTD","2015-12-11","Real Estate","N/A"
"KLR","KAILI RESOURCES LIMITED","1997-03-06","Energy",1916205
"KLS","KELSIAN GROUP LIMITED","2013-10-16","Consumer Services",1260986105
"KMD","KMD BRANDS LIMITED","2009-11-13","Retailing",700677506
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","2003-08-15","Consumer Services",44678671
"KNB","KOONENBERRY GOLD LIMITED","2021-09-28","Materials",6825698
"KNG","KINGSLAND MINERALS LTD","2022-06-14","Materials",6543222
"KNI","KUNIKO LIMITED","2021-08-24","Materials",36407559
"KNM","KNEOMEDIA LIMITED","1987-06-24","Media & Entertainment",17599209
"KNO","KNOSYS LIMITED","2015-09-09","Software & Services",21613870
"KOB","KOBA RESOURCES LIMITED","2022-05-04","Materials",11780000
"KOR","KORAB RESOURCES LIMITED","2005-08-31","Materials",8809200
"KOV","KORVEST LTD","1970-09-17","Capital Goods",92305546
"KP2","KORE POTASH PLC","2017-11-07","Materials",44462303
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","2017-06-21","Commercial & Professional Services",202500000
"KPO","KALINA POWER LIMITED","1971-08-02","Utilities",21212741
"KRM","KINGSROSE MINING LIMITED","2007-12-07","Materials",53429383
"KRR","KING RIVER RESOURCES LIMITED","2007-09-21","Materials",17088774
"KSC","K & S CORPORATION LIMITED","1971-08-25","Transportation",280540415
"KSL","KINA SECURITIES LIMITED","2015-07-30","Banks",223810002
"KSN","KINGSTON RESOURCES LIMITED","1987-03-05","Materials",49878439
"KSS","KLEOS SPACE S.A","2018-08-24","Commercial & Professional Services",39275693
"KTA","KRAKATOA RESOURCES LIMITED","2012-12-28","Materials",13788397
"KTG","K-TIG LIMITED","2012-11-01","Capital Goods","N/A"
"KWR","KINGWEST RESOURCES LIMITED","2018-08-24","Materials",12114253
"KYP","KINATICO LTD","2015-09-08","Software & Services",39515146
"KZA","KAZIA THERAPEUTICS LIMITED","1994-09-01","Pharmaceuticals, Biotechnology & Life Sciences",24546079
"KZR","KALAMAZOO RESOURCES LIMITED","2017-01-16","Materials",31996165
"L1M","LIGHTNING MINERALS LTD","2022-11-22","Materials",9691434
"LAM","LARAMIDE RESOURCES LTD","2013-04-30","Energy",132577210
"LAU","LINDSAY AUSTRALIA LIMITED","1994-07-05","Transportation",217998204
"LAW","LAWFINANCE LIMITED","2000-05-12","Diversified Financials",3384986
"LBL","LASERBOND LIMITED","2007-12-17","Capital Goods",92077140
"LBT","LBT INNOVATIONS LIMITED","2006-07-31","Health Care Equipment & Services",25128213
"LBY","LAYBUY GROUP HOLDINGS LIMITED","2020-09-07","Software & Services",9786147
"LCE","LONDON CITY EQUITIES LIMITED","1987-03-06","Diversified Financials",17074710
"LCL","LOS CERROS LIMITED","2007-10-02","Materials",30775691
"LCT","LIVING CELL TECHNOLOGIES LIMITED","2004-09-01","Pharmaceuticals, Biotechnology & Life Sciences",15424365
"LCY","LEGACY IRON ORE LIMITED","2008-07-08","Materials",108916045
"LDR","LODE RESOURCES LTD","2021-07-02","Materials",11038097
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","2021-07-05","Health Care Equipment & Services",7104654
"LEG","LEGEND MINING LIMITED","1995-08-25","Materials",121225972
"LEL","LITHIUM ENERGY LIMITED","2021-05-19","Materials",78858300
"LER","LEAF RESOURCES LTD","1999-01-05","Materials",38010816
"LEX","LEFROY EXPLORATION LIMITED","1991-09-05","Materials",38965127
"LFG","LIBERTY FINANCIAL GROUP","2020-12-15","Banks",1177968000
"LFS","LATITUDE GROUP HOLDINGS LIMITED","2021-04-20","Diversified Financials",1434119236
"LGI","LGI LIMITED","2022-10-04","Utilities",199543922
"LGL","LYNCH GROUP HOLDINGS LIMITED","2021-04-06","Food, Beverage & Tobacco",193474788
"LGM","LEGACY MINERALS HOLDINGS LIMITED","2021-09-13","Materials",16226373
"LGP","LITTLE GREEN PHARMA LTD","2020-02-20","Pharmaceuticals, Biotechnology & Life Sciences",55735737
"LHM","LAND & HOMES GROUP LIMITED","2004-10-05","Real Estate",6296336
"LIC","LIFESTYLE COMMUNITIES LIMITED","1998-12-15","Real Estate",2065811789
"LIN","LINDIAN RESOURCES LIMITED","2000-03-02","Materials",215107600
"LIO","LION ENERGY LIMITED","1972-02-15","Energy",17044409
"LIS","LI-S ENERGY LIMITED","2021-09-28","Capital Goods",230472083
"LIT","LITHIUM AUSTRALIA LIMITED","2007-10-30","Materials",58006604
"LKE","LAKE RESOURCES N.L.","2001-08-29","Materials",1121099790
"LKO","LAKES BLUE ENERGY NL","1985-12-05","Energy",46654599
"LKY","LOCKSLEY RESOURCES LIMITED","2021-07-08","Materials",3752000
"LLC","LENDLEASE GROUP","1962-06-30","Real Estate",5803050267
"LLI","LOYAL LITHIUM LIMITED","2021-07-06","Materials",24970500
"LLL","LEO LITHIUM LIMITED","2022-06-23","Materials",736523050
"LLO","LION ONE METALS LIMITED","2013-06-07","Materials",199835377
"LM8","LUNNON METALS LIMITED","2021-06-16","Materials",195010505
"LME","LIMEADE INC.","2019-12-20","Software & Services",69483910
"LMG","LATROBE MAGNESIUM LIMITED","1986-12-18","Materials",121651035
"LML","LINCOLN MINERALS LIMITED","2007-03-09","Materials",63317243
"LMLND","LINCOLN MINERALS LIMITED","2007-03-09","Materials",63317243
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED",,,990065838
"LNR","LANTHANEIN RESOURCES LTD","2003-04-09","Materials",22576238
"LNU","LINIUS TECHNOLOGIES LIMITED","2011-07-26","Software & Services",7448532
"LOM","LUCAPA DIAMOND COMPANY LIMITED","2006-12-19","Materials",76296673
"LOT","LOTUS RESOURCES LIMITED","2009-02-18","Materials",311916349
"LOV","LOVISA HOLDINGS LIMITED","2014-12-18","Retailing",2890972247
"LPD","LEPIDICO LTD","1994-04-19","Materials",114566576
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","2011-10-11","Utilities",8907814
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","2016-06-24","Materials",305112317
"LPM","LITHIUM PLUS MINERALS LTD.","2022-04-26","Materials",34920000
"LRD","LORD RESOURCES LIMITED","2022-04-07","Materials",7295928
"LRK","LARK DISTILLING CO. LTD","2003-11-12","Food, Beverage & Tobacco",171112700
"LRL","LABYRINTH RESOURCES LIMITED","1971-07-28","Materials",18230260
"LRS","LATIN RESOURCES LIMITED","2010-09-21","Materials",264198590
"LRT","LOWELL RESOURCES FUND","2018-03-22","Not Applic",38504819
"LRV","LARVOTTO RESOURCES LIMITED","2021-12-06","Materials",14497937
"LSA","LACHLAN STAR LIMITED","1971-07-28","Materials",17147165
"LSF","L1 LONG SHORT FUND LIMITED","2018-04-24","Not Applic",1773955964
"LSR","LODESTAR MINERALS LIMITED","2007-12-21","Materials",8692187
"LSX","LION SELECTION GROUP LIMITED.","2013-03-13","Not Applic",73392424
"LTR","LIONTOWN RESOURCES LIMITED","2006-12-27","Materials",3382510439
"LV1","LIVE VERDURE LTD","2020-12-14","Food, Beverage & Tobacco",14014221
"LVE","LOVE GROUP GLOBAL LTD","2014-12-05","Software & Services",2026708
"LVH","LIVEHIRE LIMITED","2016-06-10","Software & Services",55569447
"LVT","LIVETILES LIMITED","1999-08-17","Software & Services",32468337
"LYC","LYNAS RARE EARTHS LIMITED","1986-09-11","Materials",8118503106
"LYK","LYKOS METALS LIMITED","2021-10-21","Materials",10206000
"LYL","LYCOPODIUM LIMITED","2004-12-17","Capital Goods",273412755
"LYN","LYCAON RESOURCES LTD","2021-11-17","Materials",9595625
"M24","MAMBA EXPLORATION LIMITED","2021-02-05","Materials",12501584
"M2M","MT MALCOLM MINES NL","2021-09-10","Materials",5769936
"M2R","MIRAMAR RESOURCES LIMITED","2020-10-22","Materials",5654539
"M3M","M3 MINING LIMITED","2021-07-29","Materials",5116463
"M4M","MACRO METALS LIMITED","1987-01-16","Materials",9740389
"M7T","MACH7 TECHNOLOGIES LIMITED","2005-11-30","Health Care Equipment & Services",183362376
"M8S","M8 SUSTAINABLE LIMITED","2019-12-11","Commercial & Professional Services",6035020
"MAD","MADER GROUP LIMITED","2019-10-01","Commercial & Professional Services",874000000
"MAF","MA FINANCIAL GROUP LIMITED","2017-04-10","Diversified Financials",845607096
"MAG","MAGMATIC RESOURCES LIMITED","2017-05-19","Materials",33626208
"MAH","MACMAHON HOLDINGS LIMITED","1983-12-01","Materials",334022802
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","2018-04-30","Diversified Financials",93360152
"MAN","MANDRAKE RESOURCES LIMITED","1987-05-29","Materials",25414996
"MAP","MICROBA LIFE SCIENCES LIMITED","2022-04-05","Health Care Equipment & Services",108028461
"MAQ","MACQUARIE TELECOM GROUP LIMITED","1999-09-27","Telecommunication Services",1251864330
"MAT","MATSA RESOURCES LIMITED","2005-04-20","Materials",16068180
"MAU","MAGNETIC RESOURCES NL","2007-04-05","Materials",182462343
"MAUCA","MAGNETIC RESOURCES NL","2007-04-05","Materials",182462343
"MAY","MELBANA ENERGY LIMITED","1998-03-27","Energy",269616328
"MBH","MAGGIE BEER HOLDINGS LTD","2004-08-27","Food, Beverage & Tobacco",77536782
"MBK","METAL BANK LIMITED","2011-03-02","Materials",11059421
"MBX","MY FOODIE BOX LIMITED","2022-01-07","Food & Staples Retailing",2400471
"MCA","MURRAY COD AUSTRALIA LIMITED","2011-03-30","Food, Beverage & Tobacco",114788008
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","2009-11-16","Energy",39439286
"MCL","MIGHTY CRAFT LIMITED","2019-12-17","Consumer Services",58390563
"MCM","MC MINING LIMITED","1980-04-24","Energy",142171168
"MCP","MCPHERSON'S LIMITED","1962-06-30","Household & Personal Products",102923636
"MCR","MINCOR RESOURCES NL","1997-06-16","Materials",888664226
"MCT","METALICITY LIMITED","2005-12-21","Materials",10476118
"MCX","MARINER CORPORATION LIMITED","1986-06-20","Diversified Financials","N/A"
"MCY","MERCURY NZ LIMITED","2013-05-10","Utilities",7429002676
"MDC","MEDLAB CLINICAL LIMITED","2015-07-14","Pharmaceuticals, Biotechnology & Life Sciences",18496366
"MDI","MIDDLE ISLAND RESOURCES LIMITED","2010-12-16","Materials",7345093
"MDR","MEDADVISOR LIMITED","2011-05-26","Health Care Equipment & Services",163160954
"MDX","MINDAX LIMITED","2004-12-08","Materials","N/A"
"MEA","MCGRATH LIMITED","2015-12-07","Real Estate",61691261
"MEB","MEDIBIO LIMITED","2001-01-29","Health Care Equipment & Services",3320594
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","2017-05-03","Diversified Financials",50779995
"MEG","MEGADO MINERALS LTD","2020-10-27","Materials",6050000
"MEI","METEORIC RESOURCES NL","2004-07-16","Materials",141945656
"MEK","MEEKA METALS LIMITED","1999-12-21","Materials",60853709
"MEL","METGASCO LTD","2004-12-23","Energy",21277735
"MEM","MEMPHASYS LIMITED.","2007-05-14","Pharmaceuticals, Biotechnology & Life Sciences",12473765
"MEU","MARMOTA LIMITED","2007-11-21","Energy",48704826
"MEZ","MERIDIAN ENERGY LIMITED","2013-10-29","Utilities",12544478055
"MFB","MY FOOD BAG GROUP LIMITED","2021-03-05","Retailing",84853133
"MFD","MAYFIELD CHILDCARE LIMITED","2016-11-30","Consumer Services",75762738
"MFF","MFF CAPITAL INVESTMENTS LIMITED","2006-12-19","Not Applic",1457929531
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","2004-07-01","Diversified Financials",1669890924
"MGA","METALSGROVE MINING LTD","2022-07-06","Materials",7906500
"MGF","MAGELLAN GLOBAL FUND.","2020-11-30","Not Applic",2089571838
"MGG","MOGUL GAMES GROUP LTD","2011-10-19","Media & Entertainment",4895162
"MGH","MAAS GROUP HOLDINGS LIMITED","2020-12-04","Capital Goods",914373705
"MGL","MAGONTEC LIMITED","1983-07-07","Materials",24419378
"MGR","MIRVAC GROUP","1999-06-16","Real Estate",8957102693
"MGT","MAGNETITE MINES LIMITED.","2006-04-06","Materials",36402340
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","1987-04-23","Materials",17371962
"MGV","MUSGRAVE MINERALS LIMITED","2011-04-29","Materials",130065749
"MGX","MOUNT GIBSON IRON LIMITED","1976-02-12","Materials",837949340
"MHC","MANHATTAN CORPORATION LIMITED","2008-01-29","Energy",10683951
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","1994-10-31","Consumer Durables & Apparel",6127322
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","2016-07-07","Retailing",408165550
"MHK","METAL HAWK LIMITED.","2020-11-19","Materials",10357663
"MI6","MINERALS 260 LIMITED","2021-10-12","Materials",83600000
"MIH","MNC MEDIA INVESTMENT LTD","2013-09-13","Media & Entertainment","N/A"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","2015-11-19","Commercial & Professional Services",21117717
"MIN","MINERAL RESOURCES LIMITED","2006-07-28","Materials",17877304260
"MIO","MACARTHUR MINERALS LIMITED","2019-12-06","Materials",28989360
"MIR","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",535085930
"MKG","MAKO GOLD LIMITED","2018-04-16","Materials",21224311
"MKL","MIGHTY KINGDOM LIMITED","2021-04-21","Media & Entertainment",12755174
"MKR","MANUKA RESOURCES LTD.","2020-07-14","Materials",46695442
"MLG","MLG OZ LIMITED","2021-05-04","Materials",57539319
"MLM","METALLICA MINERALS LIMITED","2004-11-23","Materials",32534563
"MLS","METALS AUSTRALIA LTD","1986-01-23","Materials",33994027
"MLX","METALS X LIMITED","2004-08-26","Materials",385588078
"MM1","MIDAS MINERALS LTD","2021-09-07","Materials",11000678
"MM8","MEDALLION METALS LIMITED.","2021-03-22","Materials",34561128
"MMA","MARONAN METALS LIMITED","2022-04-29","Materials",40500000
"MMC","MITRE MINING CORPORATION LIMITED","2021-09-30","Materials",10089030
"MME","MONEYME LIMITED","2019-12-12","Diversified Financials",77892987
"MMI","METRO MINING LIMITED","2009-12-04","Materials",74185104
"MMM","MARLEY SPOON AG","2018-07-02","Consumer Services",57037161
"MMR","MEC RESOURCES LIMITED","2006-05-29","Energy","N/A"
"MMS","MCMILLAN SHAKESPEARE LIMITED","2004-03-15","Commercial & Professional Services",995198813
"MNB","MINBOS RESOURCES LIMITED","2010-10-18","Materials",96272578
"MND","MONADELPHOUS GROUP LIMITED","1991-03-28","Capital Goods",1335852233
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","2005-10-25","Materials",436649167
"MOB","MOBILICOM LIMITED","2017-05-02","Technology Hardware & Equipment",9318958
"MOH","MOHO RESOURCES LIMITED","2018-11-07","Materials",4568568
"MOM","MOAB MINERALS LIMITED","1987-01-15","Materials",7269635
"MOT","METRICS INCOME OPPORTUNITIES TRUST","2019-04-29","Not Applic",544240455
"MOV","MOVE LOGISTICS GROUP LIMITED","2022-07-01","Transportation",118130906
"MOZ","MOSAIC BRANDS LIMITED","2000-05-11","Retailing",46751100
"MP1","MEGAPORT LIMITED","2015-12-17","Software & Services",1096084247
"MPA","MAD PAWS HOLDINGS LIMITED","2021-03-26","Retailing",55095813
"MPG","MANY PEAKS GOLD LIMITED","2022-03-16","Materials",11692500
"MPL","MEDIBANK PRIVATE LIMITED","2014-11-25","Insurance",7986609396
"MPP","METRO PERFORMANCE GLASS LIMITED","2014-07-30","Capital Goods",33368055
"MPR","MPOWER GROUP LIMITED","1974-01-01","Diversified Financials",5286659
"MPX","MUSTERA PROPERTY GROUP LIMITED","2014-11-28","Real Estate",39664661
"MQG","MACQUARIE GROUP LIMITED","2007-11-05","Diversified Financials",71548441468
"MQR","MARQUEE RESOURCES LIMITED","2017-03-15","Materials",13088300
"MR1","MONTEM RESOURCES LIMITED.","2020-09-15","Materials","N/A"
"MRC","MINERAL COMMODITIES LTD","1981-08-14","Materials",45636092
"MRD","MOUNT RIDLEY MINES LIMITED","2004-09-15","Materials",38924414
"MRG","MURRAY RIVER ORGANICS GROUP LIMITED","2016-12-16","Food, Beverage & Tobacco",10808210
"MRI","MY REWARDS INTERNATIONAL LIMITED","2022-02-11","Commercial & Professional Services",7876293
"MRL","MAYUR RESOURCES LIMITED","2017-09-21","Materials",54300556
"MRM","MMA OFFSHORE LIMITED","1999-06-21","Energy",347868996
"MRQ","MRG METALS LIMITED","2011-06-08","Materials",8936634
"MRR","MINREX RESOURCES LIMITED","2011-11-11","Materials",40140098
"MRZ","MONT ROYAL RESOURCES LIMITED","2019-05-07","Materials",11299640
"MSB","MESOBLAST LIMITED","2004-12-16","Pharmaceuticals, Biotechnology & Life Sciences",707636369
"MSG","MCS SERVICES LIMITED","2012-01-17","Commercial & Professional Services",8350353
"MSI","MULTISTACK INTERNATIONAL LIMITED","1993-02-11","Capital Goods",1363039
"MSL","MSL SOLUTIONS LIMITED.","2017-05-04","Software & Services",107047805
"MSV","MITCHELL SERVICES LIMITED","2011-08-02","Materials",88539678
"MTB","MOUNT BURGESS MINING NL","1985-09-05","Materials",3532684
"MTC","METALSTECH LIMITED","2017-02-24","Materials",89488318
"MTH","MITHRIL RESOURCES LIMITED","2002-11-18","Materials",11420816
"MTL","MANTLE MINERALS LIMITED","2000-07-11","Materials",10691210
"MTM","MT MONGER RESOURCES LIMITED","2021-07-15","Materials",5398878
"MTO","MOTORCYCLE HOLDINGS LIMITED","2016-04-29","Retailing",167000219
"MTR","METAL TIGER PLC","2021-05-27","Materials",55062662
"MTS","METCASH LIMITED","2005-04-08","Food & Staples Retailing",4045619312
"MVF","MONASH IVF GROUP LIMITED","2014-06-26","Health Care Equipment & Services",411064756
"MVL","MARVEL GOLD LIMITED","2016-06-14","Materials",16203371
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","2003-12-15","Pharmaceuticals, Biotechnology & Life Sciences",137225228
"MWY","MIDWAY LIMITED","2016-12-08","Materials",84716135
"MX1","MICRO-X LIMITED","2015-12-22","Health Care Equipment & Services",71945766
"MXC","MGC PHARMACEUTICALS LTD","2006-12-21","Pharmaceuticals, Biotechnology & Life Sciences",31524321
"MXI","MAXIPARTS LIMITED","1994-12-07","Capital Goods",96581655
"MXO","MOTIO LTD","2011-05-09","Media & Entertainment",12287429
"MXR","MAXIMUS RESOURCES LIMITED","2005-10-26","Materials",12443175
"MXT","METRICS MASTER INCOME TRUST","2017-10-09","Not Applic",1740223005
"MYE","METAROCK GROUP LIMITED","2010-05-07","Materials",27508435
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","1986-10-30","Capital Goods",31252133
"MYL","MALLEE RESOURCES LIMITED","2007-12-03","Materials","N/A"
"MYR","MYER HOLDINGS LIMITED","2009-11-02","Retailing",776108480
"MYS","MYSTATE LIMITED","2009-09-10","Banks",435107134
"MYX","MAYNE PHARMA GROUP LIMITED","2007-06-29","Pharmaceuticals, Biotechnology & Life Sciences",305364166
"MZZ","MATADOR MINING LIMITED","2017-03-08","Materials",33097978
"N1H","N1 HOLDINGS LIMITED","2016-03-18","Banks",15850003
"NAB","NATIONAL AUSTRALIA BANK LIMITED","1962-01-31","Banks",99038736503
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","2014-11-12","Not Applic",37140171
"NAE","NEW AGE EXPLORATION LIMITED","1994-02-18","Energy",11487191
"NAG","NAGAMBIE RESOURCES LIMITED","2006-06-23","Materials",28814965
"NAM","NAMOI COTTON LIMITED","1998-04-06","Commercial & Professional Services",95096042
"NAN","NANOSONICS LIMITED","2007-05-17","Health Care Equipment & Services",1461846206
"NBI","NB GLOBAL CORPORATE INCOME TRUST","2018-09-26","Not Applic",635584205
"NC1","NICO RESOURCES LIMITED","2022-01-19","Materials",57785001
"NC6","NANOLLOSE LIMITED","2017-10-18","Pharmaceuticals, Biotechnology & Life Sciences",9379841
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","2013-02-26","Not Applic",54714611
"NCK","NICK SCALI LIMITED","2004-05-26","Retailing",985770000
"NCL","NETCCENTRIC LIMITED","2015-07-06","Media & Entertainment",23206956
"NCM","NEWCREST MINING LIMITED","1987-06-04","Materials",20510617465
"NCR","NUCOAL RESOURCES LIMITED","1996-05-31","Materials",6917511
"NCZ","NEW CENTURY RESOURCES LIMITED","2010-12-08","Materials",134944487
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","2013-12-06","Media & Entertainment",3376678641
"NES","NELSON RESOURCES LIMITED.","2017-12-07","Materials",4120160
"NET","NETLINKZ LIMITED","2011-01-13","Software & Services",76822180
"NEU","NEUREN PHARMACEUTICALS LIMITED","2005-02-03","Pharmaceuticals, Biotechnology & Life Sciences",1018828840
"NEW","NEW ENERGY SOLAR LIMITED","2017-12-04","Utilities",64117597
"NFL","NORFOLK METALS LIMITED","2022-03-22","Materials",5280000
"NGE","NGE CAPITAL LIMITED","2007-12-28","Not Applic",28260000
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","2006-04-28","Diversified Financials",291079634
"NGL","NIGHTINGALE INTELLIGENT SYSTEMS INC","2022-11-18","Capital Goods",13545067
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","2020-10-30","Household & Personal Products",6970450
"NGY","NUENERGY GAS LIMITED","1987-01-15","Energy",57757264
"NHC","NEW HOPE CORPORATION LIMITED","2003-09-16","Energy",5664170042
"NHE","NOBLE HELIUM LIMITED","2022-04-08","Energy",33574029
"NHF","NIB HOLDINGS LIMITED","2007-11-05","Insurance",3808316062
"NIC","NICKEL INDUSTRIES LIMITED","2018-08-20","Materials",3274462966
"NIM","NIMY RESOURCES LIMITED","2021-11-22","Materials",30870376
"NIS","NICKELSEARCH LIMITED","2021-10-18","Materials",14596963
"NKL","NICKELX LIMITED","2021-05-07","Materials",6482646
"NME","NEX METALS EXPLORATION LIMITED","2007-12-06","Materials",6970475
"NML","NAVARRE MINERALS LIMITED","2011-03-31","Materials",58953045
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","2020-11-16","Materials",11218035
"NMT","NEOMETALS LTD","2002-07-10","Materials",497467058
"NNG","NEXION GROUP LTD","2021-02-18","Software & Services",6853853
"NNL","NORDIC NICKEL LIMITED","2022-06-01","Materials",32839127
"NOL","NOBLEOAK LIFE LIMITED","2021-07-22","Insurance",155157226
"NOR","NORWOOD SYSTEMS LIMITED","1995-06-27","Software & Services",11622000
"NOU","NOUMI LIMITED","1985-11-07","Food, Beverage & Tobacco",40180851
"NOV","NOVATTI GROUP LIMITED","2016-01-18","Software & Services",71070624
"NOX","NOXOPHARM LIMITED","2016-08-09","Pharmaceuticals, Biotechnology & Life Sciences",40913313
"NPM","NEWPEAK METALS LIMITED","2011-04-11","Materials",9145132
"NPR","NEWMARK PROPERTY REIT","2021-12-06","Real Estate",258848823
"NRX","NORONEX LIMITED","2017-11-15","Materials",8839411
"NRZ","NEURIZER LTD","2005-03-17","Energy",103461067
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","2018-07-27","Pharmaceuticals, Biotechnology & Life Sciences",13773278
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","2004-03-25","Not Applic",95961892
"NSM","NORTH STAWELL MINERALS LTD","2020-09-24","Materials",27629210
"NSR","NATIONAL STORAGE REIT","2013-12-19","Real Estate",2796055696
"NST","NORTHERN STAR RESOURCES LTD","2003-12-17","Materials",14604307342
"NSX","NSX LIMITED","2005-01-13","Diversified Financials",27221365
"NTD","NATIONAL TYRE & WHEEL LIMITED","2017-12-15","Retailing",85947583
"NTI","NEUROTECH INTERNATIONAL LIMITED","2016-11-04","Health Care Equipment & Services",59349573
"NTL","NEW TALISMAN GOLD MINES LIMITED","1987-05-28","Materials",6254451
"NTM","NT MINERALS LIMITED","1993-12-22","Materials","N/A"
"NTO","NITRO SOFTWARE LIMITED","2019-12-11","Software & Services",532265178
"NTU","NORTHERN MINERALS LIMITED","2006-11-15","Materials",213443971
"NUC","NUCHEV LIMITED","2019-12-09","Food, Beverage & Tobacco",10869756
"NUF","NUFARM LIMITED","1988-11-10","Materials",2252071618
"NUH","NUHEARA LIMITED","2010-03-05","Technology Hardware & Equipment",33110668
"NVA","NOVA MINERALS LIMITED","1987-06-11","Materials",147037892
"NVU","NANOVEU LIMITED","2018-11-30","Technology Hardware & Equipment",2807703
"NVX","NOVONIX LIMITED","2015-12-02","Technology Hardware & Equipment",876194320
"NWC","NEW WORLD RESOURCES LIMITED","2005-09-21","Materials",94737466
"NWE","NORWEST ENERGY NL","1997-09-19","Energy",483377155
"NWF","NEWFIELD RESOURCES LIMITED","2012-06-08","Materials",276793515
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods",1410467684
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials",3102219731
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials",15547517
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment",17232892325
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment",17232892325
"NXD","NEXTED GROUP LIMITED","2009-08-24","Consumer Services",261892344
"NXG","NEXGEN ENERGY (CANADA) LTD","2021-07-02","Energy",3184698957
"NXL","NUIX LIMITED","2020-12-04","Software & Services",277650445
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials",69972461
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services",143909390
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services",4376684742
"NYM","NARRYER METALS LIMITED","2022-04-14","Materials",8083500
"NYR","NYRADA INC.","2020-01-16","Pharmaceuticals, Biotechnology & Life Sciences",23401305
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","2016-10-19","Food, Beverage & Tobacco",110998216
"NZM","NZME LIMITED","2016-06-27","Media & Entertainment",199546271
"NZO","NEW ZEALAND OIL & GAS LIMITED","2020-09-25","Energy",91819844
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","2007-06-19","Food, Beverage & Tobacco",3381015
"OAK","OAKRIDGE INTERNATIONAL LIMITED","2007-06-22","Software & Services",2063481
"OAR","OAR RESOURCES LIMITED","1998-12-17","Materials",14526227
"OAU","ORA GOLD LIMITED","2001-03-22","Materials",6889619
"OBL","OMNI BRIDGEWAY LIMITED","2000-01-28","Diversified Financials",1141345073
"OBM","ORA BANDA MINING LTD","2002-10-29","Materials",116914963
